rule_d,word_d,pos_d,rule_d,words_m,poss_m,word_h,pos_h,special,order,rules_h,rules_am
rule769([noun + ITFX] + verb + лив(ый)/чив(ый)/ив(ый) -> adj),хладолюбивый,adj,rule769([noun + ITFX] + verb + лив(ый)/чив(ый)/ив(ый) -> adj),хлад,noun,любить,verb,,1;0,rule661*(verb + лив(ый)/чив(ый)/ив(ый) -> adj),
rule769([noun + ITFX] + verb + лив(ый)/чив(ый)/ив(ый) -> adj),слезоточивый,adj,rule769([noun + ITFX] + verb + лив(ый)/чив(ый)/ив(ый) -> adj),слеза,noun,точить,verb,,1;0,rule661*(verb + лив(ый)/чив(ый)/ив(ый) -> adj),
rule769([noun + ITFX] + verb + лив(ый)/чив(ый)/ив(ый) -> adj),медоточивый,adj,rule769([noun + ITFX] + verb + лив(ый)/чив(ый)/ив(ый) -> adj),мед,noun,точить,verb,,1;0,rule661*(verb + лив(ый)/чив(ый)/ив(ый) -> adj),
rule769([noun + ITFX] + verb + лив(ый)/чив(ый)/ив(ый) -> adj),себялюбивый,adj,,себя,pron,любить,verb,,1;0,rule661*(verb + лив(ый)/чив(ый)/ив(ый) -> adj),
rule769([noun + ITFX] + verb + лив(ый)/чив(ый)/ив(ый) -> adj),самолюбивый,adj,,сам,pron,любить,verb,,1;0,rule661*(verb + лив(ый)/чив(ый)/ив(ый) -> adj),
rule769([noun + ITFX] + verb + лив(ый)/чив(ый)/ив(ый) -> adj),добролюбивый,adj,rule769([noun + ITFX] + verb + лив(ый)/чив(ый)/ив(ый) -> adj),добро,noun,любить,verb,,1;0,rule661*(verb + лив(ый)/чив(ый)/ив(ый) -> adj),
,самозванный,adj,,сам,pron,звать,verb,,1;0,-нн(ый),
,самонадеянный,adj,,сам,pron,надеяться,verb,,1;0,-нн(ый),
,хлебопашеский,adj,,хлеб,noun,пахать,verb,,1;0,-ск(ий),
,шапкозакидательский,adj,,шапка,noun,закидать,verb,,1;0,-ск(ий),
,злорадный,adj,,зло,noun,рад,adj,,1;0,-н1(ый),
,боеготовный,adj,,бой,noun,готовый,adj,,1;0,-н1(ый),
rule772([adj + ITFX] + noun + 0(ый) -> adj),длиннополый,adj,rule772([adj + ITFX] + noun + 0(ый) -> adj),длинный,adj,пола,noun,,1;0,rule752(noun + 0(ый) -> adj),
rule772([adj + ITFX] + noun + 0(ый) -> adj),широкополый,adj,rule772([adj + ITFX] + noun + 0(ый) -> adj),широкий,adj,поле,noun,,1;0,rule752(noun + 0(ый) -> adj),
rule772([adj + ITFX] + noun + 0(ый) -> adj),белозубый,adj,rule772([adj + ITFX] + noun + 0(ый) -> adj),белый,adj,зуб,noun,,1;0,rule752(noun + 0(ый) -> adj),
rule772([adj + ITFX] + noun + 0(ый) -> adj),широкоплечий,adj,rule772([adj + ITFX] + noun + 0(ый) -> adj),широкий,adj,плечо,noun,,1;0,rule752(noun + 0(ый) -> adj),
rule772([adj + ITFX] + noun + 0(ый) -> adj),чернокожий,adj,rule772([adj + ITFX] + noun + 0(ый) -> adj),чёрный,adj,кожа,noun,,1;0,rule752(noun + 0(ый) -> adj),
rule772([adj + ITFX] + noun + 0(ый) -> adj),круглолицый,adj,rule772([adj + ITFX] + noun + 0(ый) -> adj),круглый,adj,лицо,noun,,1;0,rule752(noun + 0(ый) -> adj),
rule772([adj + ITFX] + noun + 0(ый) -> adj),остроребрый,adj,rule772([adj + ITFX] + noun + 0(ый) -> adj),острый,adj,ребро,noun,,1;0,rule752(noun + 0(ый) -> adj),
rule772([adj + ITFX] + noun + 0(ый) -> adj),крупнозёрный,adj,rule772([adj + ITFX] + noun + 0(ый) -> adj),крупный,adj,зерно,noun,,1;0,rule752(noun + 0(ый) -> adj),
rule772([adj + ITFX] + noun + 0(ый) -> adj),островерхий,adj,rule772([adj + ITFX] + noun + 0(ый) -> adj),острый,adj,верх,noun,,1;0,rule752(noun + 0(ый) -> adj),
rule772([adj + ITFX] + noun + 0(ый) -> adj),метельчатоколосый,adj,rule772([adj + ITFX] + noun + 0(ый) -> adj),метельчатый,adj,колос,noun,,1;0,rule752(noun + 0(ый) -> adj),
rule772([adj + ITFX] + noun + 0(ый) -> adj),разноязыкий,adj,rule772([adj + ITFX] + noun + 0(ый) -> adj),разный,adj,язык,noun,,1;0,rule752(noun + 0(ый) -> adj),
rule772([adj + ITFX] + noun + 0(ый) -> adj),раздельнополый,adj,rule772([adj + ITFX] + noun + 0(ый) -> adj),раздельный,adj,пол,noun,,1;0,rule752(noun + 0(ый) -> adj),
rule772([adj + ITFX] + noun + 0(ый) -> adj),длинношеий,adj,rule772([adj + ITFX] + noun + 0(ый) -> adj),длинный,adj,шея,noun,,1;0,rule752(noun + 0(ый) -> adj),
rule772([adj + ITFX] + noun + 0(ый) -> adj),тугосисий,adj,rule772([adj + ITFX] + noun + 0(ый) -> adj),тугой,adj,сися,noun,,1;0,rule752(noun + 0(ый) -> adj),
rule772([adj + ITFX] + noun + 0(ый) -> adj),тонкошерстый,adj,rule772([adj + ITFX] + noun + 0(ый) -> adj),тонкий,adj,шерсть,noun,,1;0,rule752(noun + 0(ый) -> adj),
rule772([adj + ITFX] + noun + 0(ый) -> adj),чернобровый,adj,rule772([adj + ITFX] + noun + 0(ый) -> adj),чёрный,adj,бровь,noun,,1;0,rule752(noun + 0(ый) -> adj),
rule772([adj + ITFX] + noun + 0(ый) -> adj),жестокосердый,adj,rule772([adj + ITFX] + noun + 0(ый) -> adj),жестокий,adj,сердце,noun,,1;0,rule752(noun + 0(ый) -> adj),
rule772([adj + ITFX] + noun + 0(ый) -> adj),милосердый,adj,rule772([adj + ITFX] + noun + 0(ый) -> adj),милый,adj,сердце,noun,,1;0,rule752(noun + 0(ый) -> adj),
rule772([adj + ITFX] + noun + 0(ый) -> adj),разноголосый,adj,rule772([adj + ITFX] + noun + 0(ый) -> adj),разный,adj,голос,noun,,1;0,rule752(noun + 0(ый) -> adj),
rule772([adj + ITFX] + noun + 0(ый) -> adj),медногорлый,adj,rule772([adj + ITFX] + noun + 0(ый) -> adj),медный,adj,горло,noun,,1;0,rule752(noun + 0(ый) -> adj),
rule772([adj + ITFX] + noun + 0(ый) -> adj),зеленокосый,adj,rule772([adj + ITFX] + noun + 0(ый) -> adj),зелёный,adj,коса,noun,,1;0,rule752(noun + 0(ый) -> adj),
rule772([adj + ITFX] + noun + 0(ый) -> adj),белоноздрый,adj,rule772([adj + ITFX] + noun + 0(ый) -> adj),белый,adj,ноздря,noun,,1;0,rule752(noun + 0(ый) -> adj),
rule772([adj + ITFX] + noun + 0(ый) -> adj),колючепёрый,adj,rule772([adj + ITFX] + noun + 0(ый) -> adj),колючий,adj,перо,noun,,1;0,rule752(noun + 0(ый) -> adj),
rule772([adj + ITFX] + noun + 0(ый) -> adj),синеволный,adj,rule772([adj + ITFX] + noun + 0(ый) -> adj),синий,adj,волна,noun,,1;0,rule752(noun + 0(ый) -> adj),
rule772([adj + ITFX] + noun + 0(ый) -> adj),плоскокрыший,adj,rule772([adj + ITFX] + noun + 0(ый) -> adj),плоский,adj,крыша,noun,,1;0,rule752(noun + 0(ый) -> adj),
rule772([adj + ITFX] + noun + 0(ый) -> adj),звонкотрубый,adj,rule772([adj + ITFX] + noun + 0(ый) -> adj),звонкий,adj,труба,noun,,1;0,rule752(noun + 0(ый) -> adj),
rule772([noun + ITFX] + noun + 0(ый) -> adj),огнедымый,adj,rule772([noun + ITFX] + noun + 0(ый) -> adj),огонь,noun,дым,noun,,1;0,rule752(noun + 0(ый) -> adj),
rule772([noun + ITFX] + noun + 0(ый) -> adj),горбоносый,adj,rule772([noun + ITFX] + noun + 0(ый) -> adj),горб,noun,нос,noun,,1;0,rule752(noun + 0(ый) -> adj),
rule772([noun + ITFX] + noun + 0(ый) -> adj),козлоногий,adj,rule772([noun + ITFX] + noun + 0(ый) -> adj),козёл,noun,нога,noun,,1;0,rule752(noun + 0(ый) -> adj),
rule772([noun + ITFX] + noun + 0(ый) -> adj),клинолистый,adj,rule772([noun + ITFX] + noun + 0(ый) -> adj),клин,noun,лист,noun,,1;0,rule752(noun + 0(ый) -> adj),
rule772([noun + ITFX] + noun + 0(ый) -> adj),рукокрылый,adj,rule772([noun + ITFX] + noun + 0(ый) -> adj),рука,noun,крыло,noun,,1;0,rule752(noun + 0(ый) -> adj),
rule772([noun + ITFX] + noun + 0(ый) -> adj),иглокожий,adj,rule772([noun + ITFX] + noun + 0(ый) -> adj),игла,noun,кожа,noun,,1;0,rule752(noun + 0(ый) -> adj),
rule772([noun + ITFX] + noun + 0(ый) -> adj),листоносый,adj,rule772([noun + ITFX] + noun + 0(ый) -> adj),лист,noun,носый,noun,,1;0,rule752(noun + 0(ый) -> adj),
rule772([noun + ITFX] + noun + 0(ый) -> adj),головоногий,adj,rule772([noun + ITFX] + noun + 0(ый) -> adj),голова,noun,нога,noun,,1;0,rule752(noun + 0(ый) -> adj),
rule772([noun + ITFX] + noun + 0(ый) -> adj),ластоногий,adj,rule772([noun + ITFX] + noun + 0(ый) -> adj),ласты,noun,нога,noun,,1;0,rule752(noun + 0(ый) -> adj),
rule772([num + ITFX] + noun + 0(ый) -> adj),миллионопалый,adj,rule772([num + ITFX] + noun + 0(ый) -> adj),миллион,num,палец,noun,,1;0,rule752(noun + 0(ый) -> adj),
rule772([num + ITFX] + noun + 0(ый) -> adj),одноглазый,adj,rule772([num + ITFX] + noun + 0(ый) -> adj),один,num,глаз,noun,,1;0,rule752(noun + 0(ый) -> adj),
rule772([num + ITFX] + noun + 0(ый) -> adj),двурогий,adj,rule772([num + ITFX] + noun + 0(ый) -> adj),два,num,рог,noun,,1;0,rule752(noun + 0(ый) -> adj),
rule772([num + ITFX] + noun + 0(ый) -> adj),четвероногий,adj,rule772([num + ITFX] + noun + 0(ый) -> adj),четверо,num,нога,noun,,1;0,rule752(noun + 0(ый) -> adj),
rule772([num + ITFX] + noun + 0(ый) -> adj),пятипалый,adj,rule772([num + ITFX] + noun + 0(ый) -> adj),пять,num,палец,noun,,1;0,rule752(noun + 0(ый) -> adj),
rule772([num + ITFX] + noun + 0(ый) -> adj),стоустый,adj,rule772([num + ITFX] + noun + 0(ый) -> adj),сто,num,уста,noun,,1;0,rule752(noun + 0(ый) -> adj),
rule772([num + ITFX] + noun + 0(ый) -> adj),многоголосый,adj,rule772([num + ITFX] + noun + 0(ый) -> adj),много,num,голос,noun,,1;0,rule752(noun + 0(ый) -> adj),
rule772([num + ITFX] + noun + 0(ый) -> adj),двупалый,adj,rule772([num + ITFX] + noun + 0(ый) -> adj),два,num,палец,noun,,1;0,rule752(noun + 0(ый) -> adj),
rule772([num + ITFX] + noun + 0(ый) -> adj),трёхпалый,adj,rule772([num + ITFX] + noun + 0(ый) -> adj),три,num,палец,noun,,1;0,rule752(noun + 0(ый) -> adj),
rule772([num + ITFX] + noun + 0(ый) -> adj),тысячевёрстый,adj,rule772([num + ITFX] + noun + 0(ый) -> adj),тысяча,num,верста,noun,,1;0,rule752(noun + 0(ый) -> adj),
,лупоглазый,adj,,лупить,verb,глаз,noun,,1;0,rule752(noun + 0(ый) -> adj),
,пучеглазый,adj,,пучить,verb,глаз,noun,,1;0,rule752(noun + 0(ый) -> adj),
,корноухий,adj,,корнать,verb,ухо,noun,,1;0,rule752(noun + 0(ый) -> adj),
rule773([adv] + verb + 0(ий) -> adj),малоезжий,adj,rule773([adv] + verb + 0(ий) -> adj),мало,adv,ездить,verb,,1;0,rule681(verb + 0(ий) -> adj),
rule773([adv] + verb + 0(ий) -> adj),прямоезжий,adj,rule773([adv] + verb + 0(ий) -> adj),прямо,adv,ездить,verb,,1;0,rule681(verb + 0(ий) -> adj),
rule773([adv] + verb + 0(ий) -> adj),дурноезжий,adj,rule773([adv] + verb + 0(ий) -> adj),дурно,adv,ездить,verb,,1;0,rule681(verb + 0(ий) -> adj),
rule773([adv] + verb + 0(ий) -> adj),мимоезжий,adj,rule773([adv] + verb + 0(ий) -> adj),мимо,adv,ездить,verb,,1;0,rule681(verb + 0(ий) -> adj),
rule773([adv] + verb + 0(ий) -> adj),мимохожий,adj,rule773([adv] + verb + 0(ий) -> adj),мимо,adv,ходить,verb,,1;0,rule681(verb + 0(ий) -> adj),
,умалишённый,adj,,ума,noun_GEN,лишённый,part,,1;0,,
,сумасшедший,adj,,с;ума,prep;noun_GEN,сшедший,part,,1;2;0,,
,азотфиксирующий,adj,,азот,noun_ACC,фиксирующий,part,,1;0,,
,фосфорсодержащий,adj,,фосфор,noun_ACC,содержащий,part,,1;0,,
,мелсодержащий,adj,,мел,noun_ACC,содержащий,part,,1;0,,
,внебосмотрящий,adj,,в;небо,prep;noun_ACC,смотрящий,part,,1;0,,
rule776([adv] + part -> adj),вперёдсмотрящий,adj,rule776([adv] + part -> adj),вперёд,adv,смотрящий,part,,1;0,,
rule776([adv] + part -> adj),быстротекущий,adj,rule776([adv] + part -> adj),быстро,adv,текущий,part,,1;0,,
rule776([adv] + part -> adj),вышестоящий,adj,,выше,comp,стоящий,part,,1;0,,
rule776([adv] + part -> adj),дорогостоящий,adj,rule776([adv] + part -> adj),дорого,adv,стоящий,part,,1;0,,
rule776([adv] + part -> adj),долгоиграющий,adj,rule776([adv] + part -> adj),долго,adv,играющий,part,,1;0,,
rule776([adv] + part -> adj),многообещающий,adj,rule776([adv] + part -> adj),много,adv,обещающий,part,,1;0,,
rule776([adv] + part -> adj),скоропортящийся,adj,rule776([adv] + part -> adj),скоро,adv,портящийся,part,,1;0,,
rule776([adv] + part -> adj),низкооплачиваемый,adj,rule776([adv] + part -> adj),низко,adv,оплачиваемый,part,,1;0,,
rule776([adv] + part -> adj),глубокоуважаемый,adj,rule776([adv] + part -> adj),глубоко,adv,уважаемый,part,,1;0,,
rule776([adv] + part -> adj),быстроразвивающийся,adj,rule776([adv] + part -> adj),быстро,adv,развивающийся,part,,1;0,,
rule776([adv] + part -> adj),быстрозамороженный,adj,rule776([adv] + part -> adj),быстро,adv,замороженный,part,,1;0,,
rule776([adv] + part -> adj),густонаселенный,adj,rule776([adv] + part -> adj),густо,adv,населенный,part,,1;0,,
rule776([adv] + part -> adj),постояннодействующий,adj,rule776([adv] + part -> adj),постоянно,adv,действующий,part,,1;0,,
rule776([adv] + part -> adj),слаборазвитый,adj,rule776([adv] + part -> adj),слабо,adv,развитый,part,,1;0,,
rule776([adv] + part -> adj),близлежащий,adj,rule776([adv] + part -> adj),близ,adv,лежащий,part,,1;0,,
rule776([adv] + part -> adj),вездепроходящий,adj,rule776([adv] + part -> adj),везде,adv,проходящий,part,,1;0,,
rule776([adv] + part -> adj),всевозрастающий,adj,rule776([adv] + part -> adj),всё,adv,возрастающий,part,,1;0,,
rule776([adv] + part -> adj),всевидящий,adj,,всё,pron,видящий,part,,1;0,,
rule776([adv] + part -> adj),всепобеждающий,adj,,всё,pron,побеждающий,part,,1;0,,
rule776([adv] + part -> adj),всеобъемлющий,adj,,всё,pron,объемлющий,part,,1;0,,
rule776([adv] + part -> adj),малозначащий,adj,rule776([adv] + part -> adj),мало,adv,значащий,part,,1;0,,
rule776([adv] + part -> adj),малоисследованный,adj,rule776([adv] + part -> adj),мало,adv,исследованный,part,,1;0,,
rule776([adv] + part -> adj),всепоглощающий,adj,,всё,pron,поглощающий,part,,1;0,,
rule776([adv] + part -> adj),вышеуказанный,adj,,выше,comp,указанный,part,,1;0,,
rule776([adv] + part -> adj),нижеследующий,adj,,ниже,comp,следующий,part,,1;0,,
